"lon","lat"
16.28,79.94
18.84,79.92
18.68,79.47
19.34,80.36
19.2,74.52
20.18,78.1
20.26,78.55
21,79.44
18.33,39.94
19.55,39.52
19.54,39.97
20.72,37.72
20.14,38.17
20.71,38.62
20.71,38.17
20.13,39.52
20.71,39.52
20.71,39.07
20.12,39.97
20.71,39.97
21.84,36.82
21.28,37.72
21.85,37.72
21.85,37.27
21.29,38.62
21.29,38.17
21.86,38.62
21.86,38.17
21.29,39.52
21.29,39.07
21.87,39.52
21.87,39.07
21.29,39.97
21.88,39.97
22.4,36.81
22.39,36.36
22.96,36.8
22.95,36.35
22.42,37.71
22.41,37.26
22.99,37.71
22.97,37.26
22.44,38.61
22.43,38.16
23.01,38.61
23,38.16
22.45,39.52
22.44,39.07
23.04,39.51
23.02,39.06
22.46,39.97
23.05,39.96
24,34.98
23.49,35.89
23.48,35.44
24,35.43
23.63,37.69
23.54,37.24
23.65,38.59
23.64,38.14
23.66,39.04
23.67,39.94
18.32,40.39
18.27,43.1
18.28,42.65
18.25,44
18.26,43.55
18.23,44.89
18.24,44.45
18.21,45.79
18.22,45.34
19.53,40.42
19.51,41.32
19.52,40.87
18.88,42.21
19.49,42.22
19.5,41.77
18.85,43.11
18.86,42.66
19.46,43.12
19.47,42.67
18.82,44.01
18.83,43.56
19.44,44.02
19.45,43.57
18.78,44.91
18.8,44.46
19.42,44.92
19.43,44.47
18.75,45.81
18.77,45.36
19.39,45.82
19.4,45.37
18.71,46.71
18.73,46.26
19.36,46.72
19.38,46.27
18.67,47.6
18.69,47.16
19.34,47.62
19.35,47.17
20.12,40.42
20.71,40.43
20.1,41.32
20.11,40.87
20.7,41.33
20.7,40.88
20.09,42.22
20.1,41.77
20.7,42.23
20.7,41.78
20.08,43.12
20.08,42.67
20.69,43.13
20.69,42.68
20.06,44.02
20.07,43.57
20.69,44.03
20.69,43.58
20.05,44.92
20.06,44.47
20.68,44.93
20.69,44.48
20.03,45.82
20.04,45.37
20.68,45.83
20.68,45.38
20.02,46.72
20.03,46.27
20.67,46.73
20.68,46.28
20,47.62
20.01,47.17
20.67,47.63
20.67,47.18
21.29,40.43
21.88,40.42
21.3,41.33
21.3,40.88
21.9,41.32
21.89,40.87
21.3,42.23
21.3,41.78
21.91,42.22
21.9,41.77
21.31,43.13
21.31,42.68
21.92,43.12
21.92,42.67
21.31,44.03
21.31,43.58
21.94,44.02
21.93,43.57
21.32,44.93
21.31,44.48
21.95,44.92
21.94,44.47
21.32,45.83
21.32,45.38
21.97,45.82
21.96,45.37
21.33,46.73
21.32,46.28
21.98,46.72
21.97,46.27
21.33,47.63
21.33,47.18
22,47.62
21.99,47.17
22.47,40.42
23.06,40.41
22.49,41.32
22.48,40.87
23.09,41.31
23.08,40.86
22.51,42.22
22.5,41.77
23.12,42.21
23.11,41.76
22.54,43.12
22.53,42.67
23.15,43.11
23.14,42.66
22.56,44.02
22.55,43.57
23.18,44.01
23.17,43.56
22.58,44.92
22.57,44.47
23.22,44.91
23.2,44.46
22.61,45.82
22.6,45.37
23.25,45.81
23.23,45.36
22.64,46.72
22.62,46.27
23.29,46.71
23.27,46.26
22.66,47.62
22.65,47.17
23.33,47.6
23.31,47.16
23.68,40.39
23.69,41.29
23.69,40.84
23.71,42.2
23.7,41.74
23.73,43.1
23.72,42.65
23.75,44
23.74,43.55
23.77,44.89
23.76,44.45
23.79,45.79
23.78,45.34
24,46.69
24,46.24
24,47.59
24,47.14
18.45,50.3
18.57,49.85
19.24,50.31
19.26,49.86
18.43,51.2
18.44,50.75
19.21,51.21
19.23,50.76
18.4,52.1
18.42,51.65
19.17,52.11
19.19,51.66
18.38,53
18.39,52.55
19.14,53.01
19.16,52.56
18.36,53.89
18.37,53.45
19.1,53.91
19.12,53.46
18.33,54.79
18.35,54.34
19.06,54.81
19.08,54.36
18.63,48.5
18.65,48.05
19.31,48.52
19.32,48.07
18.59,49.4
18.61,48.95
19.28,49.41
19.29,48.97
19.95,50.32
19.96,49.87
20.65,50.33
20.65,49.88
19.93,51.22
19.94,50.77
20.64,51.23
20.65,50.78
19.9,52.12
19.92,51.67
20.63,52.13
20.64,51.68
19.88,53.02
19.89,52.57
20.63,53.02
20.63,52.57
19.86,53.92
19.87,53.47
20.62,53.92
20.62,53.47
19.83,54.82
19.85,54.37
20.61,54.82
20.62,54.37
20.61,55.27
19.98,48.52
19.99,48.07
20.66,48.53
20.66,48.08
19.97,49.42
19.98,48.97
20.66,49.43
20.66,48.98
21.35,50.33
21.35,49.88
22.05,50.32
22.04,49.87
21.36,51.23
21.35,50.78
22.07,51.22
22.06,50.77
21.37,52.13
21.36,51.68
22.1,52.12
22.08,51.67
21.37,53.02
21.37,52.57
22.12,53.02
22.11,52.57
21.38,53.92
21.38,53.47
22.14,53.92
22.13,53.47
21.39,54.82
21.38,54.37
22.17,54.82
22.15,54.37
21.4,55.72
21.39,55.27
22.19,55.71
22.18,55.27
21.34,48.53
21.34,48.08
22.02,48.52
22.01,48.07
21.34,49.43
21.34,48.98
22.03,49.42
22.02,48.97
22.76,50.31
22.74,49.86
23.55,50.3
23.43,49.85
22.79,51.21
22.77,50.76
23.57,51.2
23.56,50.75
22.83,52.11
22.81,51.66
23.6,52.1
23.58,51.65
22.86,53.01
22.84,52.56
23.62,53
23.61,52.55
22.9,53.91
22.88,53.46
23.64,53.89
23.63,53.45
22.94,54.81
22.92,54.36
23.67,54.79
23.65,54.34
22.99,55.7
22.97,55.26
23.69,55.69
23.68,55.24
22.69,48.52
22.68,48.07
23.35,48.05
22.72,49.41
22.71,48.97
23.41,49.4
24,48.04
18.91,57.5
18.94,57.05
18.86,58.4
18.89,57.95
18.81,59.3
18.75,60.19
18.78,59.74
18.59,60.64
18.52,62.88
18.53,62.43
18.49,63.78
18.5,63.33
19.73,57.96
19.65,60.2
19.67,59.76
20.55,60.21
20.56,59.76
20.54,60.66
19.48,63.79
19.5,63.35
20.49,63.8
20.5,63.35
21.41,56.62
21.4,56.17
22.22,56.61
22.21,56.16
21.42,57.52
21.41,57.07
22.25,57.51
22.24,57.06
21.43,58.42
22.28,58.41
22.27,57.96
22.3,58.86
21.45,60.21
21.45,59.76
22.35,60.2
22.33,59.76
21.46,61.11
21.46,60.66
22.39,61.1
22.37,60.65
21.48,62.01
21.47,61.56
22.43,62
22.41,61.55
21.49,62.9
21.48,62.46
22.48,62.9
22.45,62.45
21.5,63.35
22.52,63.79
22.5,63.35
23.04,56.6
23.01,56.15
23.72,56.59
23.71,56.14
23.09,57.5
23.06,57.05
24,57.48
24,57.03
23.14,58.4
23.11,57.95
24,58.38
24,57.93
23.19,59.3
23.17,58.85
24,59.28
24,58.83
23.25,60.19
23.22,59.74
23.43,61.09
23.41,60.64
23.45,61.99
23.44,61.54
23.48,62.88
23.47,62.43
23.51,63.78
23.5,63.33
18.45,64.68
18.47,64.23
18.42,65.58
18.43,65.13
18.38,66.47
18.4,66.02
19.18,68.28
19.22,67.83
20.39,68.29
20.41,67.84
19.11,69.17
19.15,68.73
20.37,69.18
20.38,68.74
18.84,70.07
19.07,69.62
20.34,70.08
20.36,69.63
19.43,64.69
19.45,64.24
20.48,64.7
20.48,64.25
19.37,65.59
19.4,65.14
20.46,65.6
20.47,65.15
19.32,66.49
19.34,66.04
20.44,66.49
20.45,66.04
19.25,67.38
19.28,66.93
20.42,67.39
20.43,66.94
21.61,68.29
21.59,67.84
22.82,68.28
22.78,67.83
21.63,69.18
21.62,68.74
22.89,69.17
22.85,68.73
21.66,70.08
21.64,69.63
23.16,70.07
22.93,69.62
21.67,70.53
23.19,70.97
23.17,70.52
21.52,64.7
21.52,64.25
21.54,65.6
21.53,65.15
22.63,65.59
21.56,66.49
21.55,66.04
22.68,66.49
22.66,66.04
21.58,67.39
21.57,66.94
22.75,67.38
22.72,66.93
24,68.26
24,67.81
24,68.71
23.53,64.23
23.58,65.58
23.62,66.47
23.6,66.02
24,67.36
24,66.91
24.48,36.79
24.37,37.69
24.46,37.24
24.35,38.59
24.36,38.14
24.34,39.49
24.34,39.04
24.33,39.94
24.53,34.99
24.52,35.44
25.04,36.8
25.6,36.81
25.61,36.36
25.01,37.71
25.03,37.26
25.59,37.26
24.95,39.96
25.54,39.97
25.08,35
25.63,35.01
25.07,35.45
25.62,35.46
26.16,36.82
26.16,36.37
26.72,36.82
26.12,39.97
26.18,35.01
26.17,35.92
26.17,35.47
27.28,35.92
27.28,35.47
24.32,40.39
24.31,41.29
24.31,40.84
24.29,42.2
24.3,41.74
24.27,43.1
24.28,42.65
24.25,44
24.26,43.55
24.23,44.89
24.24,44.45
24.21,45.79
24.22,45.34
25.53,40.42
24.91,41.31
24.92,40.86
25.51,41.32
25.52,40.87
24.88,42.21
24.9,41.76
25.49,42.22
25.5,41.77
24.85,43.11
24.86,42.66
25.46,43.12
25.47,42.67
24.82,44.01
24.83,43.56
25.44,44.02
25.45,43.57
24.78,44.91
24.8,44.46
25.42,44.92
25.43,44.47
24.75,45.81
24.77,45.36
25.39,45.82
25.4,45.37
24.71,46.71
24.73,46.26
25.36,46.72
25.38,46.27
24.67,47.6
24.69,47.16
25.34,47.62
25.35,47.17
26.12,40.42
26.71,40.43
26.1,41.32
26.11,40.87
26.7,41.33
26.7,40.88
26.09,42.22
26.1,41.77
26.7,42.23
26.7,41.78
26.08,43.12
26.08,42.67
26.69,43.13
26.69,42.68
26.06,44.02
26.07,43.57
26.69,44.03
26.69,43.58
26.05,44.92
26.06,44.47
26.68,44.93
26.69,44.48
26.03,45.82
26.04,45.37
26.68,45.83
26.68,45.38
26.02,46.72
26.03,46.27
26.67,46.73
26.68,46.28
26,47.62
26.01,47.17
26.67,47.63
26.67,47.18
27.3,41.33
27.3,40.88
27.9,41.32
27.3,42.23
27.3,41.78
27.91,42.22
27.9,41.77
27.31,43.13
27.31,42.68
27.92,43.12
27.92,42.67
27.31,44.03
27.31,43.58
27.94,44.02
27.93,43.57
27.32,44.93
27.31,44.48
27.95,44.92
27.94,44.47
27.32,45.83
27.32,45.38
27.97,45.82
27.96,45.37
27.33,46.73
27.32,46.28
27.98,46.72
27.97,46.27
27.33,47.63
27.33,47.18
27.99,47.17
28.49,41.32
28.48,40.87
29.09,41.31
29.08,40.86
28.56,44.02
28.55,43.57
28.58,44.92
28.57,44.47
29.22,44.91
28.6,45.37
29.23,45.36
29.77,44.89
29.78,45.34
24.33,54.79
24.35,54.34
25.06,54.81
25.08,54.36
24.31,55.69
24.32,55.24
25.01,55.7
25.03,55.26
24.65,48.05
25.32,48.07
24.44,50.75
24.36,53.89
25.1,53.91
25.83,54.82
25.85,54.37
25.81,55.71
25.82,55.27
26.6,55.72
26.61,55.27
25.99,48.07
26.66,48.08
27.4,55.72
27.34,48.08
24.28,56.59
24.29,56.14
24.96,56.6
24.99,56.15
24.91,57.5
24.94,57.05
24.86,58.4
24.89,57.95
24.81,59.3
24.83,58.85
24.75,60.19
24.78,59.74
24.57,61.09
24.59,60.64
24.55,61.99
24.56,61.54
24.52,62.88
24.53,62.43
24.49,63.78
24.5,63.33
25.78,56.61
25.79,56.16
26.59,56.62
26.6,56.17
25.75,57.51
25.76,57.06
26.58,57.52
26.59,57.07
25.72,58.41
25.73,57.96
26.57,58.42
26.58,57.97
25.68,59.31
25.7,58.86
26.56,59.31
26.57,58.86
25.65,60.2
25.67,59.76
26.55,60.21
26.56,59.76
25.61,61.1
25.63,60.65
26.54,61.11
26.54,60.66
25.57,62
25.59,61.55
26.52,62.01
26.53,61.56
25.52,62.9
25.55,62.45
26.51,62.9
26.52,62.46
25.48,63.79
25.5,63.35
26.49,63.8
26.5,63.35
27.41,56.62
27.4,56.17
28.22,56.61
28.21,56.16
27.42,57.52
27.41,57.07
28.24,57.06
27.43,58.42
27.42,57.97
27.44,59.31
27.43,58.86
28.32,59.31
27.45,60.21
27.45,59.76
27.46,61.11
27.46,60.66
28.39,61.1
28.37,60.65
27.48,62.01
27.47,61.56
28.43,62
28.41,61.55
27.49,62.9
27.48,62.46
28.48,62.9
28.45,62.45
27.51,63.8
27.5,63.35
28.52,63.79
28.5,63.35
29.43,61.09
29.45,61.99
29.44,61.54
29.48,62.88
29.47,62.43
29.51,63.78
29.5,63.33
24.45,64.68
24.47,64.23
24.42,65.58
24.43,65.13
24.38,66.47
24.4,66.02
25.43,64.69
25.45,64.24
26.48,64.7
26.48,64.25
25.37,65.59
25.4,65.14
26.46,65.6
26.47,65.15
25.32,66.49
25.34,66.04
26.44,66.49
26.45,66.04
25.25,67.38
25.28,66.93
26.42,67.39
26.43,66.94
25.18,68.28
25.22,67.83
26.39,68.29
26.41,67.84
25.11,69.17
25.15,68.73
26.37,69.18
26.38,68.74
24.84,70.07
25.07,69.62
26.34,70.08
26.36,69.63
24.81,70.97
24.83,70.52
26.31,70.98
26.33,70.53
27.52,64.7
27.52,64.25
28.57,64.69
28.55,64.24
27.54,65.6
27.53,65.15
28.63,65.59
28.6,65.14
27.56,66.49
27.55,66.04
28.68,66.49
28.66,66.04
27.58,67.39
27.57,66.94
28.75,67.38
28.72,66.93
27.61,68.29
27.59,67.84
28.82,68.28
28.78,67.83
27.63,69.18
27.62,68.74
28.89,69.17
28.85,68.73
27.66,70.08
27.64,69.63
29.16,70.07
28.93,69.62
27.69,70.98
27.67,70.53
29.19,70.97
29.17,70.52
29.55,64.68
29.53,64.23
29.58,65.58
29.57,65.13
29.62,66.47
29.6,66.02
30,67.36
30,67.81
21.97,77.21
21.82,78.1
21.9,77.65
21.74,78.55
23.73,78.13
25.72,79.94
22.66,80.36
25.66,80.39
28.18,79.04
31.34,80.36
30.55,61.99
30.56,61.54
30.52,62.88
30.53,62.43
30.49,63.78
30.5,63.33
31.52,62.9
31.55,62.45
31.5,63.35
30.45,64.68
30.47,64.23
30.84,70.07
31.07,69.62
30.83,70.52
